,	,	pk
Skuggi	Skuggi	nken-s
frá	frá	af
Litlu-Sandvík	Litla-Sandvík	nveþ-s
,	,	pk
5,83	5,83	ta
.	.	pl

10.-	10.-	ta
Bergur	Bergur	nken-s
Barðason	Barðason	nken-s
,	,	pk
Mári	Mári	nken-s
frá	frá	af
Blesastöðum	Blesastaðir	nkfþ-s
,	,	pk
5,23	5,23	ta
Fjórgangur	fjórgangur	nken
1.-	1.-	ta
Bylgja	Bylgja	nven-s
Gauksdóttir	Gauksdóttir	nven-s
,	,	pk
Hnota	Hnota	nven-s
frá	frá	af
Garðabæ	Garðabær	nkeþ-s
,	,	pk
7,10	7,10	ta
.	.	pl

2.-	2.-	ta
Erla	Erla	nven-s
Guðný	Guðný	nven-s
Gylfad	Gylfad.	n----s
,	,	pk
Smyrill	Smyrill	nken-s
frá	frá	af
Stokkhólma	Stokkhólmi	nkeþ-s
,	,	pk
7,01	7,01	ta
.	.	pl

3.-	3.-	ta
Jón	Jón	nken-s
Ó	Ó.	n----s
Guðmundsson	Guðmundsson	nken-s
,	,	pk
Brúnka	Brúnka	nven-s
frá	frá	af
Varmadal	Varmadalur	nkeþ-s
,	,	pk
6,70	6,70	ta
.	.	pl

4.-	4.-	ta
Viggó	Viggó	nken-s
Sigursteinsson	Sigursteinsson	nken-s
,	,	pk
Gná	Gná	nven-s
frá	frá	af
Litlu-Brekku	Litla-Brekka	nveþ-s
,	,	pk
6,17	6,17	ta
.	.	pl

5.-	5.-	ta
Þórdís	Þórdís	nven-s
Gylfadóttir	Gylfadóttir	nven-s
,	,	pk
Baldur	Baldur	nken-s
frá	frá	af
Holtsmúla	Holtsmúli	nkeþ-s
,	,	pk
5,91	5,91	ta
.	.	pl

6.-	6.-	ta
Sigríkur	Sigríkur	nken-s
Jónsson	Jónsson	nken-s
,	,	pk
Glíma	Glíma	nven-s
frá	frá	af
Grænuhlíð	Grænahlíð	nveþ-s
,	,	pk
5,43	5,43	ta
.	.	pl

7.-	7.-	ta
Stefán	Stefán	nken-s
Ágústsson	Ágústsson	nken-s
,	,	pk
Dósent	dósent	nken
frá	frá	af
Meiri-Tungu	Meiri-Tunga	nveþ-s
,	,	pk
6,05	6,05	ta
.	.	pl

8.-	8.-	ta
Hjördís	Hjördís	nven-s
H	H.	n----s
Ágústsdóttir	Ágústsdóttir	nven-s
,	,	pk
Gná	Gná	nven-s
frá	frá	af
Forsæti	Forsæti	nheþ-s
,	,	pk
5,95	5,95	ta
.	.	pl

9.-	9.-	ta
Erling	Erling	nken-s
Ó	Ó.	n----s
Sigurðsson	Sigurðsson	nken-s
,	,	pk
Áll	Áll	nken-s
frá	frá	af
Búðardal	Búðardalur	nkeþ-s
,	,	pk
5,69	5,69	ta
.	.	pl

10.-	10.-	ta
Stine	Stine	n----s
Rasmussen	Rasmussen	n----s
,	,	pk
Sólon	Sólon	nken-s
frá	frá	af
Auðsstöðum	Auðsstaðir	nkfþ-s
,	,	pk
5,33	5,33	ta
Fimmgangur	fimmgangur	nken
1.-	1.-	ta
Jón	Jón	nken-s
Ó	Ó.	n----s
Guðmundsson	Guðmundsson	nken-s
,	,	pk
Hvati	Hvati	nken-s
frá	frá	af
Saltvík	Saltvík	nveþ-s
,	,	pk
6,46	6,46	ta
.	.	pl

2.-	2.-	ta
Jón	Jón	nken-s
Halldórsson	Halldórsson	nken-s
,	,	pk
Ísak	Ísak	nken-s
frá	frá	af
Múla	Múli	nkeþ-s
,	,	pk
6,02	6,02	ta
.	.	pl

3.-	3.-	ta
Viggó	Viggó	nken-s
Sigursteinsson	Sigursteinsson	nken-s
,	,	pk
Hálfdán	Hálfdán	nken-s
frá	frá	af
Vestri-Leirárgörðum	Vestri-Leirárgarðar	nkfþ-s
,	,	pk
5,96	5,96	ta
.	.	pl

4.-	4.-	ta
Erling	Erling	nken-s
Ó	Ó.	n----s
Sigurðsson	Sigurðsson	nken-s
,	,	pk
Sónata	Sónata	nven-s
frá	frá	af
Sauðárkróki	Sauðárkrókur	nkeþ-s
,	,	pk
5,87	5,87	ta
.	.	pl

5.-	5.-	ta
Bylgja	Bylgja	nven-s
Gauksdóttir	Gauksdóttir	nven-s
,	,	pk
Gjálp	Gjálp	nven-s
frá	frá	af
Garðabæ	Garðabær	nkeþ-s
,	,	pk
4,25	4,25	ta
.	.	pl

100	100	ta
metra	metri	nkfe
flugskeið	flugskeið	nhen
Jóhann	Jóhann	nken-s
Valdimarsson	Valdimarsson	nken-s
og	og	c
Óðinn	Óðinn	nken-s
frá	frá	af
Efstadal	Efstidalur	nkeþ-s
,	,	pk
9,07	9,07	ta
sek.	sek.	ks

Jón	Jón	nken-s
Ó	Ó.	n----s
Guðmundsson	Guðmundsson	nken-s
og	og	c
Máni	Máni	nken-s
frá	frá	af
Staðabakka	Staðabakki	nkeþ-s
,	,	pk
9,73	9,73	ta
sek.	sek.	ks
150	150	ta
metra	metri	nkfe
skeið	skeið	nhen
1.-	1.-	ta
Jóhann	Jóhann	nken-s
Valdimarsson	Valdimarsson	nken-s
og	og	c
Óðinn	Óðinn	nken-s
frá	frá	af
Efstadal	Efstidalur	nkeþ-s
,	,	pk
14,71	14,71	ta
sek.	sek.	ks
2.-	2.-	ta
Kristján	Kristján	nken-s
Ketilsson	Ketilsson	nken-s
og	og	c
Kólfur	Kólfur	nken-s
frá	frá	af
Kjarnholtum	Kjarnholt	nhfþ-s
,	,	pk
16,48	16,48	ta
sek.	sek.	ks

Gæðingaskeið	gæðingaskeið	nhen
1.-	1.-	ta
Jón	Jón	nken-s
Ó	Ó.	n----s
Guðmundsson	Guðmundsson	nken-s
,	,	pk
Hvati	Hvati	nken-s
frá	frá	af
Saltvík	Saltvík	nveþ-s
2.-	2.-	ta
Erling	Erling	nken-s
Ó	Ó.	n----s
Sigurðsson	Sigurðsson	nken-s
,	,	pk
Sónata	Sónata	nven-s
frá	frá	af
Sauðárkróki	Sauðárkrókur	nkeþ-s
3.-	3.-	ta
Jón	Jón	nken-s
Halldórsson	Halldórsson	nken-s
,	,	pk
Ísak	Ísak	nken-s
frá	frá	af
Múla	Múli	nkeþ-s
Íslensk	íslenskur	lvensf
tvíkeppni	tvíkeppni	nven
Erla	Erla	nven-s
G	G.	n----s
Gylfadóttir	Gylfadóttir	nven-s
Skeiðtvíkeppni	skeiðtvíkeppni	nven
og	og	c
stigahæsti	stigahár	lkenve
keppandi	keppandi	nken
Jón	Jón	nken-s
Ó	Ó.	n----s
Guðmundsson	Guðmundsson	nken-s
Ungmenni	ungmenni	nhfn
Tölt	tölt	nhen
1.-	1.-	ta
Þórunn	Þórunn	nven-s
Hannesdóttir	Hannesdóttir	nven-s
,	,	pk
Gjöf	Gjöf	nven-s
frá	frá	af
Hvoli	Hvoll	nkeþ-s
,	,	pk
6,77	6,77	ta
.	.	pl

2.-	2.-	ta
Halla	Halla	nven-s
M	M.	n----s
Þórðardóttir	Þórðardóttir	nven-s
,	,	pk
Regína	Regína	nven-s
frá	frá	af
Flugumýri	Flugumýri	nveþ-s
,	,	pk
6,48	6,48	ta
.	.	pl

3.-	3.-	ta
Halldór	Halldór	nken-s
F	F.	n----s
Ólafsson	Ólafsson	nken-s
,	,	pk
Garri	Garri	nken-s
frá	frá	af
Gerðum	Gerð	nvfþ-s
,	,	pk
6,23	6,23	ta
.	.	pl

4.-	4.-	ta
Margrét	Margrét	nven-s
S	S.	n----s
Kristjánsdóttir	Kristjánsdóttir	nven-s
,	,	pk
Dreki	Dreki	nken-s
frá	frá	af
Vindási	Vindás	nkeþ-s
,	,	pk
5,90	5,90	ta
.	.	pl

5.-	5.-	ta
Már	Már	nken-s
Jóhannsson	Jóhannsson	nken-s
,	,	pk
Valíant	Valíant	nken-s
frá	frá	af
Miðhjáleigu	Miðhjáleiga	nveþ-s
,	,	pk
5,85	5,85	ta
Fjórgangur	fjórgangur	nken
1.-	1.-	ta
Þórunn	Þórunn	nven-s
Hannesdóttir	Hannesdóttir	nven-s
,	,	pk
Gjöf	Gjöf	nven-s
frá	frá	af
Hvoli	Hvoll	nkeþ-s
,	,	pk
6,63	6,63	ta
.	.	pl

2.-	2.-	ta
Halla	Halla	nven-s
M	M.	n----s
Þórðardóttir	Þórðardóttir	nven-s
,	,	pk
Regína	Regína	nven-s
frá	frá	af
Flugumýri	Flugumýri	nveþ-s
,	,	pk
6,60	6,60	ta
.	.	pl

3.-	3.-	ta
Þórir	Þórir	nken-s
Hannesson	Hannesson	nken-s
,	,	pk
Byr	Byr	nken-s
frá	frá	af
Eyvindarhólum	Eyvindarhólar	nkfþ-s
,	,	pk
6,31	6,31	ta
.	.	pl

4.-	4.-	ta
Margrét	Margrét	nven-s
S	S.	n----s
Kristjánsdóttir	Kristjánsdóttir	nven-s
,	,	pk
Dreki	Dreki	nken-s
frá	frá	af
Vindási	Vindás	nkeþ-s
,	,	pk
6,09	6,09	ta
.	.	pl

5.-	5.-	ta
Már	Már	nken-s
Jóhannson	Jóhannson	nken-s
,	,	pk
Valíant	Valíant	nken-s
frá	frá	af
Miðhjáleigu	Miðhjáleiga	nveþ-s
,	,	pk
5,20	5,20	ta
Fimmgangur	fimmgangur	nken
1.-	1.-	ta
Halldór	Halldór	nken-s
F	F.	n----s
Ólafsson	Ólafsson	nken-s
,	,	pk
Spyrna	Spyrna	nven-s
frá	frá	af
Húnsstöðum	Húnsstaðir	nkfþ-s
,	,	pk
5,74	5,74	ta
.	.	pl

2.-	2.-	ta
Þórunn	Þórunn	nven-s
Hannesdóttir	Hannesdóttir	nven-s
,	,	pk
Jökull	Jökull	nken-s
frá	frá	af
Svæði	Svæði	nheþ-s
,	,	pk
5,63	5,63	ta
.	.	pl

3.-	3.-	ta
Halla	Halla	nven-s
M	M.	n----s
Þórðardóttir	Þórðardóttir	nven-s
,	,	pk
Dagfinnur	Dagfinnur	nken-s
frá	frá	af
Reykjavík	Reykjavík	nveþ-s
,	,	pk
5,49	5,49	ta
.	.	pl

4.-	4.-	ta
Anna	Anna	nven-s
G	G.	n----s
Oddsdóttir	Oddsdóttir	nven-s
,	,	pk
Rósa	Rósa	nven-s
frá	frá	af
Hvíteyrum	Hvíteyrar	nvfþ-s
,	,	pk
5,42	5,42	ta
.	.	pl

5.-	5.-	ta
Þórir	Þórir	nken-s
Hannesson	Hannesson	nken-s
,	,	pk
Gáski	Gáski	nken-s
frá	frá	af
Reykjavík	Reykjavík	nveþ-s
,	,	pk
3,66	3,66	ta
Íslensk	íslenskur	lvensf
tvíkeppni	tvíkeppni	nven
Þórunn	Þórunn	nven-s
Hannesdóttir	Hannesdóttir	nven-s
Unglingar	unglingur	nkfn
Tölt	tölt	nhen
1.-	1.-	ta
Dagrún	Dagrún	nven-s
Aðalsteinsd	Aðalsteinsd.	n----s
,	,	pk
Týr	Týr	nken-s
frá	frá	af
Lambleiksstöðum	Lambleiksstaðir	nkfþ-s
,	,	pk
6,09	6,09	ta
.	.	pl

2.-	2.-	ta
Anna	Anna	nven-s
G	G.	n----s
Oddsdóttir	Oddsdóttir	nven-s
,	,	pk
Þruma	Þruma	nven-s
frá	frá	af
Stokkhólma	Stokkhólmi	nkeþ-s
,	,	pk
5,72	5,72	ta
.	.	pl

3.-	3.-	ta
Melkorka	Melkorka	nven-s
Ragnhildard	Ragnhildard.	n----s
,	,	pk
Lipurtá	Lipurtá	nven-s
frá	frá	af
Laugabóli	Laugaból	nheþ-s
,	,	pk
5,61	5,61	ta
.	.	pl

4.-	4.-	ta
Ásta	Ásta	nven-s
S	S.	n----s
Harðardóttir	Harðardóttir	nven-s
,	,	pk
Sölvi	Sölvi	nken-s
frá	frá	af
Hólavatni	Hólavatn	nheþ-s
,	,	pk
4,67	4,67	ta
.	.	pl

5.-	5.-	ta
Áslaug	Áslaug	nven-s
A	A.	n----s
Sigurbjörnsdóttir	Sigurbjörnsdóttir	nven-s
,	,	pk
Aldís	Aldís	nven-s
frá	frá	af
Ragnheiðarstöðum	Ragnheiðarstaðir	nkfþ-s
,	,	pk
3,28	3,28	ta
Fjórgangur	fjórgangur	nken
1.-	1.-	ta
Áslaug	Áslaug	nven-s
A	A.	n----s
Sigurbjörnsdóttir	Sigurbjörnsdóttir	nven-s
,	,	pk
Aldís	Aldís	nven-s
frá	frá	af
Ragnheiðarstöðum	Ragnheiðarstaðir	nkfþ-s
,	,	pk
6,23	6,23	ta
.	.	pl

2.-	2.-	ta
Ólöf	Ólöf	nven-s
Þ	Þ.	n----s
Jóhannesdóttir	Jóhannesdóttir	nven-s
,	,	pk
Fjölnir	Fjölnir	nken-s
frá	frá	af
Reykjavík	Reykjavík	nveþ-s
,	,	pk
6,18	6,18	ta
.	.	pl

3.-	3.-	ta
Dagrún	Dagrún	nven-s
Aðalsteinsdóttir	Aðalsteinsdóttir	nven-s
,	,	pk
Ljómi	Ljómi	nken-s
frá	frá	af
Brún	Brún	nveþ-s
,	,	pk
5,94	5,94	ta
.	.	pl

4.-	4.-	ta
Anna	Anna	nven-s
G	G.	n----s
Oddsdóttir	Oddsdóttir	nven-s
,	,	pk
Þruma	Þruma	nven-s
frá	frá	af
Stokkhólma	Stokkhólmi	nkeþ-s
,	,	pk
5,73	5,73	ta
.	.	pl

5.-	5.-	ta
Melkorka	Melkorka	nven-s
Ragnhildard	Ragnhildard.	n----s
,	,	pk
Lipurtá	Lipurtá	nven-s
frá	frá	af
Laugabóli	Laugaból	nheþ-s
,	,	pk
5,49	5,49	ta
Íslensk	íslenskur	lvensf
tvíkeppni	tvíkeppni	nven
og	og	c
stigahæsti	stigahár	lkenve
keppandi	keppandi	nken
Áslaug	Áslaug	nven-s
A	A.	n----s
Sigurbjörnsdóttir	Sigurbjörnsdóttir	nven-s
Börn	barn	nhfn
Tölt	tölt	nhen
1.-	1.-	ta
Steinunn	Steinunn	nven-s
E	E.	n----s
Jónsdóttir	Jónsdóttir	nven-s
,	,	pk
Bragi	Bragi	nken-s
frá	frá	af
Eystri-Hól	Eystri-Hóll	nkeþ-s
,	,	pk
5,78	5,78	ta
.	.	pl

2.-	2.-	ta
Lýdía	Lýdía	nven-s
Þorgeirsdóttir	Þorgeirsdóttir	nven-s
,	,	pk
Rödd	Rödd	nven-s
frá	frá	af
Strönd	Strönd	nveþ-s
,	,	pk
5,57	5,57	ta
.	.	pl

3.-	3.-	ta
Erla	Erla	nven-s
A	A.	n----s
Ólafsdóttir	Ólafsdóttir	nven-s
,	,	pk
Péturína	Péturína	nven-s
frá	frá	af
Hjaltastöðum	Hjaltastaðir	nkfþ-s
,	,	pk
4,87	4,87	ta
.	.	pl

4.-	4.-	ta
Pétur	Pétur	nken-s
Þ	Þ.	n----s
Jónsson	Jónsson	nken-s
,	,	pk
Lúkas	Lúkas	nken-s
frá	frá	af
Suður-Nýjabæ	Suður-Nýibær	nkeþ-s
,	,	pk
4,45	4,45	ta
.	.	pl

5.-	5.-	ta
Gunnhildur	Gunnhildur	nven-s
R	R.	n----s
Gunnarsson	Gunnarsson	nven-s
,	,	pk
Amadeus	Amadeus	nken-s
frá	frá	af
Bjarnarhöfn	Bjarnarhöfn	nveþ-s
,	,	pk
3,76	3,76	ta
Fjórgangur	fjórgangur	nken
1.-	1.-	ta
Sara	Sara	nven-s
Ý	Ý.	n----s
Guðjónsd	Guðjónsd.	n----s
,	,	pk
Stemming	Stemming	nven-s
frá	frá	af
Vesturholtum	Vesturholt	nhfþ-s
,	,	pk
5,77	5,77	ta
.	.	pl

2.-	2.-	ta
Steinunn	Steinunn	nven-s
E	E.	n----s
Jónsdóttir	Jónsdóttir	nven-s
,	,	pk
Mundi	Mundi	nken-s
frá	frá	af
Torfastöðum	Torfastaðir	nkfþ-s
,	,	pk
5,00	5,00	ta
.	.	pl

3.-	3.-	ta
Lýdía	Lýdía	nven-s
Þorgeirsdóttir	Þorgeirsdóttir	nven-s
,	,	pk
Rödd	Rödd	nven-s
frá	frá	af
Strönd	Strönd	nveþ-s
,	,	pk
4,88	4,88	ta
.	.	pl

4.-	4.-	ta
Gunnhildur	Gunnhildur	nven-s
R	R.	n----s
Gunnarsdóttir	Gunnarsdóttir	nven-s
,	,	pk
Amadeus	Amadeus	nken-s
frá	frá	af
Bjarnarhöfn	Bjarnarhöfn	nveþ-s
,	,	pk
3,63	3,63	ta
Stigahæsti	stigahár	lkenve
keppandi	keppandi	nken
og	og	c
íslensk	íslenskur	lvensf
tvíkeppni	tvíkeppni	nven
Lýdía	Lýdía	nven-s
Þorgeirsdóttir	Þorgeirsdóttir	nven-s

SKÁK	skák	nven
-	-	pa
Umsjón	umsjón	nven
Helgi	Helgi	nken-s
Áss	Áss	nken-s
Grétarsson	Grétarsson	nken-s
:	:	pa
1	1.	ta
d4	d4	ta
Rf6	rf6	x
2	2.	ta
c4	c4	ta
e6	e6	x
3	3	ta
.	.	pl

Rc3	rc3	x
Bb4	bb4	ta
4	4	ta
.	.	pl

Dc2	dc2	ta
O-O	o-o	x
5	5.	ta
e4	e4	x
d6	d6	ta
6	6.	ta
a3	a3	ta
Bxc3	bxc3	ta
+	+	m
7	7.	ta
bxc3	bxc3	ta
e5	e5	x
8	8	ta
.	.	pl

Bd3	bd3	ta
Rc6	rc6	x
9	9	ta
.	.	pl

Re2	re2	x
b6	b6	ta
10	10	ta
.	.	pl

O-O	o-o	x
Ba6	ba6	ta
11	11.	ta
f4	f4	x
Rd7	rd7	x
12	12	ta
.	.	pl

Hf3	hf3	x
Ra5	ra5	x
13	13.	ta
c5	c5	ta
Bxd3	bxd3	ta
14	14	ta
.	.	pl

Hxd3	hxd3	x
bxc5	bxc5	ta
15	15.	ta
dxe5	dxe5	x
c4	c4	ta
16	16	ta
.	.	pl

Hd5	hd5	x
Rb3	rb3	x
17	17	ta
.	.	pl

Hb1	hb1	x
De7	de7	ta
18	18	ta
.	.	pl

Rg3	rg3	x
dxe5	dxe5	x
19	19	ta
.	.	pl

Rf5	rf5	x
De6	de6	ta
20	20	ta
.	.	pl

Dd1	dd1	ta
Rf6	rf6	x
21	21	ta
.	.	pl

Hxe5	hxe5	x
Had8	had8	x
22	22	ta
.	.	pl

De2	de2	ta
Dd7	dd7	ta
23	23	ta
.	.	pl

Dxc4	dxc4	x
Dd1	dd1	ta
+	+	m
24	24	ta
.	.	pl

Df1	df1	ta
Dc2	dc2	ta
25	25	ta
.	.	pl

Be3	be3	ta
Rxe4	rxe4	x
26	26	ta
.	.	pl

He1	he1	x
Rxc3	rxc3	x
27	27	ta
.	.	pl

Df3	df3	ta
Hd1	hd1	x
28	28	ta
.	.	pl

Bf2	bf2	ta
g6	g6	x
29	29	ta
.	.	pl

Rh6	rh6	x
+	+	m
Kg7	kg7	x
Staðan	staða	nveng
kom	koma	sfg3eþ
upp	upp	aa
á	á	af
ofurmótinu	ofurmót	nheþg
í	í	af
Sarajevo	Sarajevo	n----s
í	í	af
Bosníu	Bosnía	nveþ-s
sem	sem	ct
stendur	standa	sfg3en
nú	nú	aa
yfir	yfir	aa
.	.	pl

Skákfélagið	skákfélag	nheng
Hrókurinn	Hrókur	nkengs
hefur	hafa	sfg3en
verið	vera	sþghen
með	með	af
starfsemi	starfsemi	nveo
í	í	af
Sarajevo	Sarajevo	n----s
með	með	af
aðstoð	aðstoð	nveþ
utanríkisráðuneytisins	utanríkisráðuneyti	nheeg
en	en	c
þessi	þessi	faven
skák	skák	nven
var	vera	sfg3eþ
einmitt	einmitt	aa
á	á	aa
milli	milli	af
tveggja	tveir	tfkfe
meðlima	meðlimur	nkfe
Hróksins	Hrókur	nkeegs
.	.	pl

Ivan	Ivan	n----s
Sokolov	Sokolov	n----s
(	(	pa
2695	2695	ta
)	)	pa
hafði	hafa	sfg3eþ
hvítt	hvítur	lheosf
gegn	gegn	af
Viktori	Viktor	nkeþ-s
Bologan	Bologan	n----s
(	(	pa
2665	2665	ta
)	)	pa
.	.	pl

30	30.	ta
f5	f5	x
!	!	pl

Kxh6	kxh6	x
31	31.	ta
f6	f6	x
vegna	vegna	af
máthótunar	máthótun	nvee
verður	verða	sfg3en
svartur	svartur	lkensf
að	að	cn
gefa	gefa	sng
manninn	maður	nkeog
til	til	af
baka	bak	nhfe
en	en	c
þá	þá	aa
fær	fá	sfg3en
hvítur	hvítur	lkensf
yfirburðatafl	yfirburðatafl	nheo
.	.	pl

31...Hxe1+	31...hxe1+	x
32	32	ta
.	.	pl

Bxe1	bxe1	ta
g5	g5	x
33	33	ta
.	.	pl

Bxc3	bxc3	ta
Rd2	rd2	x
34	34	ta
.	.	pl

De3	de3	ta
Dc1	dc1	ta
+	+	m
35	35	ta
.	.	pl

Kf2	kf2	x
Df1	df1	ta
+	+	m
36	36	ta
.	.	pl

Kg3	kg3	x
Df4	df4	ta
+	+	m
37	37	ta
.	.	pl

Dxf4	dxf4	x
gxf4	gxf4	x
+	+	m
38	38	ta
.	.	pl

Kxf4	kxf4	x
Rc4	rc4	x
39	39	ta
.	.	pl

Hc5	hc5	x
Rxa3	rxa3	x
40	40	ta
.	.	pl

Kf5	kf5	x
Hd8	hd8	x
41	41	ta
.	.	pl

Be5	be5	ta
og	og	c
svartur	svartur	lkensf
gafst	gefa	sfm3eþ
upp	upp	aa
.	.	pl

SKÁK	skák	nven
-	-	pa
Umsjón	umsjón	nven
Helgi	Helgi	nken-s
Áss	Áss	nken-s
Grétarsson	Grétarsson	nken-s
:	:	pa
1	1.	ta
e4	e4	x
e5	e5	x
2	2	ta
.	.	pl

Rf3	rf3	x
Rc6	rc6	x
3	3	ta
.	.	pl

Bb5	bb5	ta
a6	a6	ta
4	4	ta
.	.	pl

Ba4	ba4	ta
Rf6	rf6	x
5	5	ta
.	.	pl

0-0	0-0	x
Be7	be7	ta
6	6	ta
.	.	pl

He1	he1	x
b5	b5	ta
7	7	ta
.	.	pl

Bb3	bb3	ta
d6	d6	ta
8	8.	ta
c3	c3	ta
0-0	0-0	x
9	9.	ta
h3	h3	x
Ra5	ra5	x
10	10	ta
.	.	pl

Bc2	bc2	ta
c5	c5	ta
11	11.	ta
d4	d4	ta
cxd4	cxd4	ta
12	12.	ta
cxd4	cxd4	ta
Bb7	bb7	ta
13	13.	ta
d5	d5	ta
Hc8	hc8	x
14	14	ta
.	.	pl

Rbd2	rbd2	x
Rh5	rh5	x
15	15	ta
.	.	pl

Rf1	rf1	x
Rc4	rc4	x
16	16.	ta
a4	a4	ta
b4	b4	ta
17	17.	ta
b3	b3	ta
Ra3	ra3	x
18	18	ta
.	.	pl

Bd3	bd3	ta
a5	a5	ta
19	19	ta
.	.	pl

Rxe5	rxe5	x
Bf6	bf6	ta
20	20	ta
.	.	pl

Dxh5	dxh5	x
Bxe5	bxe5	ta
21	21	ta
.	.	pl

Ha2	ha2	x
Hc3	hc3	x
22	22	ta
.	.	pl

Dd1	dd1	ta
Df6	df6	ta
23	23	ta
.	.	pl

He3	he3	x
Hfc8	hfc8	x
24	24	ta
.	.	pl

Bd2	bd2	ta
H3c5	h3c5	x
25	25	ta
.	.	pl

Hf3	hf3	x
Dd8	dd8	ta
26	26	ta
.	.	pl

Re3	re3	x
H8c7	h8c7	x
27	27	ta
.	.	pl

Rg4	rg4	x
Dc8	dc8	ta
28	28	ta
.	.	pl

Bf1	bf1	ta
Hc1	hc1	x
29	29	ta
.	.	pl

Bxc1	bxc1	ta
Hxc1	hxc1	x
30	30	ta
.	.	pl

Dd2	dd2	ta
Ba6	ba6	ta
Staðan	staða	nveng
kom	koma	sfg3eþ
upp	upp	aa
á	á	af
ofurmóti	ofurmót	nheþ
sem	sem	ct
stendur	standa	sfg3en
nú	nú	aa
yfir	yfir	aa
í	í	af
Sarajevo	Sarajevo	n----s
.	.	pl

Hinn	hinn	gken
skemmtilegi	skemmtilegur	lkenvf
ofurstórmeistari	ofurstórmeistari	nken
Alexey	Alexey	n----s
Shirov	Shirov	n----s
(	(	pa
2.713	2.713	ta
)	)	pa
hafði	hafa	sfg3eþ
hvítt	hvítur	lheosf
gegn	gegn	af
Suat	Suat	n----s
Atalik	Atalik	n----s
(	(	pa
2.554	2.554	ta
)	)	pa
.	.	pl

31	31	ta
.	.	pl

Rxe5	rxe5	x
!	!	pl

Hxf1	hxf1	x
+	+	m
32	32	ta
.	.	pl

Kh2	kh2	x
dxe5	dxe5	x
33	33.	ta
d6	d6	ta
!	!	pl

Bb7	bb7	ta
34	34.	ta
d7	d7	ta
!	!	pl

Dd8	dd8	ta
35	35	ta
.	.	pl

Hd3	hd3	x
f6	f6	x
36	36	ta
.	.	pl

Hd6	hd6	x
!	!	pl

Kf7	kf7	x
37	37	ta
.	.	pl

De2	de2	ta
Hc1	hc1	x
38	38	ta
.	.	pl

Dh5	dh5	x
+	+	m
Ke7	ke7	x
39	39	ta
.	.	pl

He6	he6	x
+	+	m
Kxd7	kxd7	x
40	40	ta
.	.	pl

Hd2	hd2	x
+	+	m
og	og	c
svartur	svartur	lkensf
gafst	gefa	sfm3eþ
upp	upp	aa
.	.	pl

Evrópumeistaramót	Evrópumeistaramót	nhen-s
einstaklinga	einstaklingur	nkfe
stendur	standa	sfg3en
nú	nú	aa
yfir	yfir	aa
í	í	af
Tyrklandi	Tyrkland	nheþ-s
og	og	c
eru	vera	sfg3fn
þrír	þrír	tfkfn
íslenskir	íslenskur	lkfnsf
skákmenn	skákmaður	nkfn
á	á	aa
meðal	meðal	af
keppenda	keppandi	nkfe
.	.	pl

Hægt	hægur	lhensf
er	vera	sfg3en
að	að	cn
fylgjast	fylgja	snm
með	með	af
gangi	gangur	nkeþ
mála	mál	nhfe
á	á	af
skak.is	skak.is	v
.	.	pl

BRIDS	brids	nhen
-	-	pa
Umsjón	umsjón	nven
Arnór	Arnór	nken-s
G	G.	n----s
Ragnarsson	Ragnarsson	nken-s
:	:	pa
Gróska	gróska	nven
í	í	af
starfsemi	starfsemi	nveþ
Bridsfélags	Bridsfélag	nhee-s
Siglufjarðar	Siglufjörður	nkee-s
Mikil	mikill	lvensf
gróska	gróska	nven
er	vera	sfg3en
ætíð	ætíð	aa
í	í	af
starfi	starf	nheþ
Bridsfélags	Bridsfélag	nhee-s
Siglufjarðar	Siglufjörður	nkee-s
og	og	c
hægt	hægur	lhensf
að	að	cn
fullyrða	fullyrða	sng
að	að	c
hvergi	hvergi	aa
á	á	af
landinu	land	nheþg
sé	vera	svg3en
eins	eins	aa
mikill	mikill	lkensf
kraftur	kraftur	nken
í	í	af
spilamennskunni	spilamennska	nveþg
og	og	c
stjórnun	stjórnun	nveþ
.	.	pl

Þessi	þessi	faken
pistill	pistill	nken
barst	bera	sfm3eþ
þættinum	þáttur	nkeþg
í	í	af
vikunni	vika	nveþg
:	:	pa
Í	í	af
aprílmánuði	aprílmánuður	nkeþ
var	vera	sfg3eþ
spiluð	spila	sþgven
hin	hinn	gven
árlega	árlegur	lvenvf
firmakeppni	firmakeppni	nven
félagsins	félag	nheeg
.	.	pl

Að	að	af
vanda	vandi	nkeþ
var	vera	sfg3eþ
mjög	mjög	aa
góð	góður	lvensf
þátttaka	þátttaka	nven
í	í	af
firmakeppninni	firmakeppni	nveþg
,	,	pk
en	en	c
alls	alls	aa
tóku	taka	sfg3fþ
43	43	ta
félög	félag	nhfn
,	,	pk
stofnanir	stofnun	nvfn
og	og	c
einstaklingar	einstaklingur	nkfn
í	í	af
rekstri	rekstur	nkeþ
þátt	þáttur	nkeo
í	í	af
mótinu	mót	nheþg
og	og	c
vill	vilja	sfg3en
stjórn	stjórn	nven
félagsins	félag	nheeg
færa	færa	sng
öllum	allur	fokfþ
þessum	þessi	fakfþ
aðilum	aðili	nkfþ
bestu	góður	lvfove
